"DATE","TIME PERIOD","UK pound sterling/Euro (EXR.D.GBP.EUR.SP00.A)","Japanese yen/Euro (EXR.D.JPY.EUR.SP00.A)","US dollar/Euro (EXR.D.USD.EUR.SP00.A)"
"2006-08-15","15 Aug 2006","0.67365","148.36","1.2725"
"2006-08-16","16 Aug 2006","0.67620","148.70","1.2793"
"2006-08-17","17 Aug 2006","0.67910","148.56","1.2879"
"2006-08-18","18 Aug 2006","0.68035","148.33","1.2802"
"2006-08-21","21 Aug 2006","0.68080","149.43","1.2919"
"2006-08-22","22 Aug 2006","0.67840","149.17","1.2812"
"2006-08-23","23 Aug 2006","0.67730","149.09","1.2812"
"2006-08-24","24 Aug 2006","0.67740","149.28","1.2831"
"2006-08-25","25 Aug 2006","0.67620","149.64","1.2762"
"2006-08-28","28 Aug 2006","0.67550","149.85","1.2800"
"2006-08-29","29 Aug 2006","0.67450","149.54","1.2808"
"2006-08-30","30 Aug 2006","0.67405","150.08","1.2818"
"2006-08-31","31 Aug 2006","0.67410","150.56","1.2851"
"2006-09-01","01 Sep 2006","0.67280","150.30","1.2817"
"2006-09-04","04 Sep 2006","0.67475","149.22","1.2852"
"2006-09-05","05 Sep 2006","0.67495","148.47","1.2810"
"2006-09-06","06 Sep 2006","0.67910","149.23","1.2793"
"2006-09-07","07 Sep 2006","0.67955","148.05","1.2731"
"2006-09-08","08 Sep 2006","0.67930","147.91","1.2713"
"2006-09-11","11 Sep 2006","0.68160","149.14","1.2713"
"2006-09-12","12 Sep 2006","0.67850","149.49","1.2709"
"2006-09-13","13 Sep 2006","0.67655","149.23","1.2677"
"2006-09-14","14 Sep 2006","0.67430","149.58","1.2723"
"2006-09-15","15 Sep 2006","0.67390","149.09","1.2675"
"2006-09-18","18 Sep 2006","0.67480","149.47","1.2665"
"2006-09-19","19 Sep 2006","0.67320","148.81","1.2654"
"2006-09-20","20 Sep 2006","0.67310","148.70","1.2676"
"2006-09-21","21 Sep 2006","0.67060","148.84","1.2731"
"2006-09-22","22 Sep 2006","0.67365","148.89","1.2817"
"2006-09-25","25 Sep 2006","0.67120","148.78","1.2768"
"2006-09-26","26 Sep 2006","0.66950","147.83","1.2695"
"2006-09-27","27 Sep 2006","0.67105","148.90","1.2684"
"2006-09-28","28 Sep 2006","0.67715","149.57","1.2713"
"2006-09-29","29 Sep 2006","0.67770","149.34","1.2660"
"2006-10-02","02 Oct 2006","0.67790","149.99","1.2685"
"2006-10-03","03 Oct 2006","0.67420","149.86","1.2737"
"2006-10-04","04 Oct 2006","0.67430","149.80","1.2684"
"2006-10-05","05 Oct 2006","0.67610","149.45","1.2721"
"2006-10-06","06 Oct 2006","0.67290","149.47","1.2664"
"2006-10-09","09 Oct 2006","0.67560","150.09","1.2603"
"2006-10-10","10 Oct 2006","0.67475","149.97","1.2538"
"2006-10-11","11 Oct 2006","0.67575","149.96","1.2543"
"2006-10-12","12 Oct 2006","0.67530","149.87","1.2531"
"2006-10-13","13 Oct 2006","0.67440","149.84","1.2550"
"2006-10-16","16 Oct 2006","0.67270","149.13","1.2515"
"2006-10-17","17 Oct 2006","0.67080","148.67","1.2524"
"2006-10-18","18 Oct 2006","0.67005","148.83","1.2543"
"2006-10-19","19 Oct 2006","0.67230","149.08","1.2561"
"2006-10-20","20 Oct 2006","0.66930","149.29","1.2618"
"2006-10-23","23 Oct 2006","0.67060","149.71","1.2556"
"2006-10-24","24 Oct 2006","0.67015","149.98","1.2541"
"2006-10-25","25 Oct 2006","0.67020","149.93","1.2580"
"2006-10-26","26 Oct 2006","0.67155","150.40","1.2653"
"2006-10-27","27 Oct 2006","0.67060","150.26","1.2683"
"2006-10-30","30 Oct 2006","0.66800","149.17","1.2717"
"2006-10-31","31 Oct 2006","0.66850","149.59","1.2696"
"2006-11-01","01 Nov 2006","0.66845","149.24","1.2757"
"2006-11-02","02 Nov 2006","0.66910","149.40","1.2767"
"2006-11-03","03 Nov 2006","0.66880","149.62","1.2760"
"2006-11-06","06 Nov 2006","0.66980","150.45","1.2702"
"2006-11-07","07 Nov 2006","0.66975","150.37","1.2755"
"2006-11-08","08 Nov 2006","0.67045","150.35","1.2776"
"2006-11-09","09 Nov 2006","0.67240","151.16","1.2796"
"2006-11-10","10 Nov 2006","0.67230","151.17","1.2864"
"2006-11-13","13 Nov 2006","0.67370","151.28","1.2830"
"2006-11-14","14 Nov 2006","0.67605","150.88","1.2824"
"2006-11-15","15 Nov 2006","0.67840","151.01","1.2792"
"2006-11-16","16 Nov 2006","0.67810","151.16","1.2804"
"2006-11-17","17 Nov 2006","0.67760","151.17","1.2774"
"2006-11-20","20 Nov 2006","0.67680","151.57","1.2841"
"2006-11-21","21 Nov 2006","0.67480","151.24","1.2814"
"2006-11-22","22 Nov 2006","0.67490","150.75","1.2886"
"2006-11-23","23 Nov 2006","0.67650","150.61","1.2953"
"2006-11-24","24 Nov 2006","0.67690","151.36","1.3078"
"2006-11-27","27 Nov 2006","0.67770","152.24","1.3114"
"2006-11-28","28 Nov 2006","0.67625","152.99","1.3147"
"2006-11-29","29 Nov 2006","0.67430","153.01","1.3157"
"2006-11-30","30 Nov 2006","0.67425","153.29","1.3200"
"2006-12-01","01 Dec 2006","0.67290","153.77","1.3244"
"2006-12-04","04 Dec 2006","0.67340","153.89","1.3309"
"2006-12-05","05 Dec 2006","0.67430","152.74","1.3331"
"2006-12-06","06 Dec 2006","0.67540","152.66","1.3274"
"2006-12-07","07 Dec 2006","0.67610","152.87","1.3297"
"2006-12-08","08 Dec 2006","0.67760","153.48","1.3276"
"2006-12-11","11 Dec 2006","0.67620","154.33","1.3177"
"2006-12-12","12 Dec 2006","0.67460","154.94","1.3244"
"2006-12-13","13 Dec 2006","0.67280","155.34","1.3265"
"2006-12-14","14 Dec 2006","0.67155","155.04","1.3192"
"2006-12-15","15 Dec 2006","0.66990","155.04","1.3106"
"2006-12-18","18 Dec 2006","0.67155","154.34","1.3095"
"2006-12-19","19 Dec 2006","0.67125","155.48","1.3158"
"2006-12-20","20 Dec 2006","0.67020","156.00","1.3203"
"2006-12-21","21 Dec 2006","0.67160","155.85","1.3178"
"2006-12-22","22 Dec 2006","0.67150","156.26","1.3192"
"2006-12-25","25 Dec 2006"
"2006-12-26","26 Dec 2006"
"2006-12-27","27 Dec 2006","0.67085","156.10","1.3159"
"2006-12-28","28 Dec 2006","0.67115","156.61","1.3173"
"2006-12-29","29 Dec 2006","0.67150","156.93","1.3170"
"2007-01-01","01 Jan 2007"
"2007-01-02","02 Jan 2007","0.67350","157.76","1.3270"
"2007-01-03","03 Jan 2007","0.67470","157.76","1.3231"
"2007-01-04","04 Jan 2007","0.67390","156.11","1.3106"
"2007-01-05","05 Jan 2007","0.67470","154.55","1.3084"
"2007-01-08","08 Jan 2007","0.67310","154.42","1.3006"
"2007-01-09","09 Jan 2007","0.67025","155.26","1.3018"
"2007-01-10","10 Jan 2007","0.67020","154.99","1.2988"
"2007-01-11","11 Jan 2007","0.66540","156.16","1.2984"
"2007-01-12","12 Jan 2007","0.66165","155.24","1.2893"
"2007-01-15","15 Jan 2007","0.65845","156.00","1.2941"
"2007-01-16","16 Jan 2007","0.65920","156.27","1.2953"
"2007-01-17","17 Jan 2007","0.65685","155.75","1.2909"
"2007-01-18","18 Jan 2007","0.65650","156.79","1.2922"
"2007-01-19","19 Jan 2007","0.65650","157.13","1.2958"
"2007-01-22","22 Jan 2007","0.65485","157.53","1.2936"
"2007-01-23","23 Jan 2007","0.65520","158.02","1.3040"
"2007-01-24","24 Jan 2007","0.65950","158.06","1.3005"
"2007-01-25","25 Jan 2007","0.65850","156.88","1.2978"
"2007-01-26","26 Jan 2007","0.65825","156.71","1.2901"
"2007-01-29","29 Jan 2007","0.66020","157.70","1.2921"
"2007-01-30","30 Jan 2007","0.66030","157.99","1.2972"
"2007-01-31","31 Jan 2007","0.66325","157.27","1.2954"
"2007-02-01","01 Feb 2007","0.66130","156.85","1.3020"
"2007-02-02","02 Feb 2007","0.66135","157.63","1.3020"
"2007-02-05","05 Feb 2007","0.66115","155.85","1.2925"
"2007-02-06","06 Feb 2007","0.65780","155.56","1.2955"
"2007-02-07","07 Feb 2007","0.65850","156.74","1.2987"
"2007-02-08","08 Feb 2007","0.66320","157.68","1.2991"
"2007-02-09","09 Feb 2007","0.66755","158.06","1.3007"
"2007-02-12","12 Feb 2007","0.66565","157.94","1.2956"
"2007-02-13","13 Feb 2007","0.66995","157.99","1.3022"
"2007-02-14","14 Feb 2007","0.66930","158.55","1.3082"
"2007-02-15","15 Feb 2007","0.67115","157.78","1.3137"
"2007-02-16","16 Feb 2007","0.67310","156.27","1.3119"
"2007-02-19","19 Feb 2007","0.67510","157.01","1.3132"
"2007-02-20","20 Feb 2007","0.67330","158.01","1.3145"
"2007-02-21","21 Feb 2007","0.67260","158.91","1.3145"
"2007-02-22","22 Feb 2007","0.67190","159.00","1.3106"
"2007-02-23","23 Feb 2007","0.66920","159.35","1.3134"
"2007-02-26","26 Feb 2007","0.67060","158.70","1.3160"
"2007-02-27","27 Feb 2007","0.67370","157.68","1.3230"
"2007-02-28","28 Feb 2007","0.67365","156.45","1.3211"
"2007-03-01","01 Mar 2007","0.67365","155.42","1.3225"
"2007-03-02","02 Mar 2007","0.67680","153.91","1.3163"
"2007-03-05","05 Mar 2007","0.68220","150.93","1.3083"
"2007-03-06","06 Mar 2007","0.67965","152.69","1.3100"
"2007-03-07","07 Mar 2007","0.68120","152.81","1.3135"
"2007-03-08","08 Mar 2007","0.68140","154.02","1.3152"
"2007-03-09","09 Mar 2007","0.68060","154.28","1.3155"
"2007-03-12","12 Mar 2007","0.68220","154.44","1.3156"
"2007-03-13","13 Mar 2007","0.68310","154.14","1.3218"
"2007-03-14","14 Mar 2007","0.68535","153.66","1.3183"
"2007-03-15","15 Mar 2007","0.68275","155.09","1.3226"
"2007-03-16","16 Mar 2007","0.68420","155.62","1.3325"
"2007-03-19","19 Mar 2007","0.68325","156.17","1.3303"
"2007-03-20","20 Mar 2007","0.67910","156.15","1.3296"
"2007-03-21","21 Mar 2007","0.67890","156.64","1.3293"
"2007-03-22","22 Mar 2007","0.67855","157.27","1.3351"
"2007-03-23","23 Mar 2007","0.67780","156.65","1.3327"
"2007-03-26","26 Mar 2007","0.67635","157.05","1.3265"
"2007-03-27","27 Mar 2007","0.67900","157.91","1.3347"
"2007-03-28","28 Mar 2007","0.67950","156.38","1.3348"
"2007-03-29","29 Mar 2007","0.67930","156.75","1.3352"
"2007-03-30","30 Mar 2007","0.67980","157.32","1.3318"
"2007-04-02","02 Apr 2007","0.67610","157.35","1.3366"
"2007-04-03","03 Apr 2007","0.67610","158.53","1.3358"
"2007-04-04","04 Apr 2007","0.67665","158.70","1.3352"
"2007-04-05","05 Apr 2007","0.67970","159.00","1.3373"
"2007-04-06","06 Apr 2007"
"2007-04-09","09 Apr 2007"
"2007-04-10","10 Apr 2007","0.68030","160.05","1.3426"
"2007-04-11","11 Apr 2007","0.67880","160.00","1.3418"
"2007-04-12","12 Apr 2007","0.68070","160.62","1.3467"
"2007-04-13","13 Apr 2007","0.68090","160.55","1.3532"
"2007-04-16","16 Apr 2007","0.68055","161.96","1.3550"
"2007-04-17","17 Apr 2007","0.67630","161.81","1.3549"
"2007-04-18","18 Apr 2007","0.67730","160.77","1.3577"
"2007-04-19","19 Apr 2007","0.67930","160.13","1.3601"
"2007-04-20","20 Apr 2007","0.67930","161.45","1.3606"
"2007-04-23","23 Apr 2007","0.67800","160.91","1.3557"
"2007-04-24","24 Apr 2007","0.67930","161.39","1.3582"
"2007-04-25","25 Apr 2007","0.68100","161.95","1.3649"
"2007-04-26","26 Apr 2007","0.68215","162.26","1.3596"
"2007-04-27","27 Apr 2007","0.68225","162.76","1.3643"
"2007-04-30","30 Apr 2007","0.68270","162.82","1.3605"
"2007-05-01","01 May 2007"
"2007-05-02","02 May 2007","0.68210","163.28","1.3588"
"2007-05-03","03 May 2007","0.68280","163.47","1.3613"
"2007-05-04","04 May 2007","0.68280","163.15","1.3561"
"2007-05-07","07 May 2007","0.68230","163.31","1.3615"
"2007-05-08","08 May 2007","0.68030","162.29","1.3558"
"2007-05-09","09 May 2007","0.67985","162.35","1.3535"
"2007-05-10","10 May 2007","0.68070","162.86","1.3527"
"2007-05-11","11 May 2007","0.68130","161.46","1.3486"
"2007-05-14","14 May 2007","0.68435","163.06","1.3549"
"2007-05-15","15 May 2007","0.68485","163.08","1.3538"
"2007-05-16","16 May 2007","0.68485","163.64","1.3574"
"2007-05-17","17 May 2007","0.68385","163.77","1.3516"
"2007-05-18","18 May 2007","0.68390","163.00","1.3477"
"2007-05-21","21 May 2007","0.68265","163.32","1.3444"
"2007-05-22","22 May 2007","0.68175","163.47","1.3454"
"2007-05-23","23 May 2007","0.67940","163.85","1.3490"
"2007-05-24","24 May 2007","0.67670","163.20","1.3448"
"2007-05-25","25 May 2007","0.67750","163.50","1.3441"
"2007-05-28","28 May 2007","0.67853","163.71","1.3453"
"2007-05-29","29 May 2007","0.67980","164.23","1.3509"
"2007-05-30","30 May 2007","0.67950","163.26","1.3420"
"2007-05-31","31 May 2007","0.68005","163.56","1.3453"
"2007-06-01","01 Jun 2007","0.67925","163.81","1.3436"
"2007-06-04","04 Jun 2007","0.67795","164.34","1.3482"
"2007-06-05","05 Jun 2007","0.67830","164.42","1.3532"
"2007-06-06","06 Jun 2007","0.67830","163.67","1.3513"
"2007-06-07","07 Jun 2007","0.67900","163.43","1.3470"
"2007-06-08","08 Jun 2007","0.67885","162.40","1.3349"
"2007-06-11","11 Jun 2007","0.67840","162.55","1.3355"
"2007-06-12","12 Jun 2007","0.67600","162.56","1.3345"
"2007-06-13","13 Jun 2007","0.67450","162.52","1.3287"
"2007-06-14","14 Jun 2007","0.67605","163.56","1.3304"
"2007-06-15","15 Jun 2007","0.67595","164.42","1.3314"
"2007-06-18","18 Jun 2007","0.67630","165.46","1.3404"
"2007-06-19","19 Jun 2007","0.67465","165.46","1.3403"
"2007-06-20","20 Jun 2007","0.67370","165.88","1.3427"
"2007-06-21","21 Jun 2007","0.67210","165.50","1.3397"
"2007-06-22","22 Jun 2007","0.67305","166.75","1.3441"
"2007-06-25","25 Jun 2007","0.67350","166.21","1.3461"
"2007-06-26","26 Jun 2007","0.67315","165.78","1.3460"
"2007-06-27","27 Jun 2007","0.67295","164.69","1.3438"
"2007-06-28","28 Jun 2007","0.67215","165.61","1.3467"
"2007-06-29","29 Jun 2007","0.67400","166.63","1.3505"
"2007-07-02","02 Jul 2007","0.67565","166.66","1.3588"
"2007-07-03","03 Jul 2007","0.67510","166.63","1.3601"
"2007-07-04","04 Jul 2007","0.67535","166.87","1.3618"
"2007-07-05","05 Jul 2007","0.67560","167.10","1.3640"
"2007-07-06","06 Jul 2007","0.67635","167.57","1.3596"
"2007-07-09","09 Jul 2007","0.67630","168.13","1.3621"
"2007-07-10","10 Jul 2007","0.67735","167.86","1.3666"
"2007-07-11","11 Jul 2007","0.67695","167.39","1.3753"
"2007-07-12","12 Jul 2007","0.67830","168.39","1.3788"
"2007-07-13","13 Jul 2007","0.67795","168.68","1.3782"
"2007-07-16","16 Jul 2007","0.67655","167.84","1.3781"
"2007-07-17","17 Jul 2007","0.67320","168.07","1.3771"
"2007-07-18","18 Jul 2007","0.67200","168.30","1.3779"
"2007-07-19","19 Jul 2007","0.67455","168.66","1.3820"
"2007-07-20","20 Jul 2007","0.67220","168.46","1.3803"
"2007-07-23","23 Jul 2007","0.67155","167.58","1.3821"
"2007-07-24","24 Jul 2007","0.67070","167.22","1.3833"
"2007-07-25","25 Jul 2007","0.66905","165.55","1.3743"
"2007-07-26","26 Jul 2007","0.67080","164.52","1.3722"
"2007-07-27","27 Jul 2007","0.67200","162.12","1.3651"
"2007-07-30","30 Jul 2007","0.67530","161.58","1.3659"
"2007-07-31","31 Jul 2007","0.67400","163.59","1.3707"
"2007-08-01","01 Aug 2007","0.67460","161.90","1.3663"
"2007-08-02","02 Aug 2007","0.67325","162.80","1.3664"
"2007-08-03","03 Aug 2007","0.67330","163.24","1.3694"
"2007-08-06","06 Aug 2007","0.68015","162.88","1.3818"
"2007-08-07","07 Aug 2007","0.68055","163.67","1.3794"
"2007-08-08","08 Aug 2007","0.67795","164.50","1.3794"
"2007-08-09","09 Aug 2007","0.67705","162.68","1.3729"
"2007-08-10","10 Aug 2007","0.67685","160.37","1.3650"
"2007-08-13","13 Aug 2007","0.67775","161.47","1.3651"
"2007-08-14","14 Aug 2007","0.67880","160.74","1.3591"
"2007-08-15","15 Aug 2007","0.67750","157.39","1.3476"
"2007-08-16","16 Aug 2007","0.67560","153.19","1.3405"
"2007-08-17","17 Aug 2007","0.67920","152.74","1.3454"
"2007-08-20","20 Aug 2007","0.67890","155.14","1.3476"
"2007-08-21","21 Aug 2007","0.68105","154.98","1.3508"
"2007-08-22","22 Aug 2007","0.67865","155.32","1.3493"
"2007-08-23","23 Aug 2007","0.67650","158.26","1.3574"
"2007-08-24","24 Aug 2007","0.67885","157.70","1.3615"
"2007-08-27","27 Aug 2007","0.67770","158.63","1.3658"
"2007-08-28","28 Aug 2007","0.67890","157.55","1.3664"
"2007-08-29","29 Aug 2007","0.67720","156.48","1.3631"
"2007-08-30","30 Aug 2007","0.67800","157.33","1.3610"
"2007-08-31","31 Aug 2007","0.67795","159.25","1.3705"
"2007-09-03","03 Sep 2007","0.67575","157.86","1.3632"
"2007-09-04","04 Sep 2007","0.67520","156.84","1.3580"
"2007-09-05","05 Sep 2007","0.67600","157.11","1.3588"
"2007-09-06","06 Sep 2007","0.67730","157.32","1.3669"
"2007-09-07","07 Sep 2007","0.67730","157.79","1.3696"
"2007-09-10","10 Sep 2007","0.67945","156.64","1.3795"
"2007-09-11","11 Sep 2007","0.68020","157.31","1.3824"
"2007-09-12","12 Sep 2007","0.68370","158.14","1.3885"
"2007-09-13","13 Sep 2007","0.68525","159.52","1.3897"
"2007-09-14","14 Sep 2007","0.68915","159.20","1.3860"
"2007-09-17","17 Sep 2007","0.69430","159.45","1.3877"
"2007-09-18","18 Sep 2007","0.69520","160.16","1.3867"
"2007-09-19","19 Sep 2007","0.69865","161.80","1.3975"
"2007-09-20","20 Sep 2007","0.69880","161.43","1.4030"
"2007-09-21","21 Sep 2007","0.69730","162.46","1.4049"
"2007-09-24","24 Sep 2007","0.69690","162.35","1.4113"
"2007-09-25","25 Sep 2007","0.70035","161.24","1.4106"
"2007-09-26","26 Sep 2007","0.70050","162.93","1.4127"
"2007-09-27","27 Sep 2007","0.69930","163.29","1.4180"
"2007-09-28","28 Sep 2007","0.69680","163.55","1.4179"
"2007-10-01","01 Oct 2007","0.69735","164.76","1.4232"
"2007-10-02","02 Oct 2007","0.69380","163.92","1.4165"
"2007-10-03","03 Oct 2007","0.69560","164.86","1.4195"
"2007-10-04","04 Oct 2007","0.69355","164.51","1.4109"
"2007-10-05","05 Oct 2007","0.69285","164.60","1.4136"
"2007-10-08","08 Oct 2007","0.69125","165.49","1.4089"
"2007-10-09","09 Oct 2007","0.69185","164.54","1.4037"
"2007-10-10","10 Oct 2007","0.69260","166.05","1.4146"
"2007-10-11","11 Oct 2007","0.69700","166.96","1.4199"
"2007-10-12","12 Oct 2007","0.69850","166.51","1.4173"
"2007-10-15","15 Oct 2007","0.69695","167.52","1.4226"
"2007-10-16","16 Oct 2007","0.69650","165.17","1.4150"
"2007-10-17","17 Oct 2007","0.69730","166.27","1.4200"
"2007-10-18","18 Oct 2007","0.69800","165.00","1.4299"
"2007-10-19","19 Oct 2007","0.69730","164.86","1.4288"
"2007-10-22","22 Oct 2007","0.69750","161.40","1.4166"
"2007-10-23","23 Oct 2007","0.69575","163.50","1.4254"
"2007-10-24","24 Oct 2007","0.69550","162.67","1.4230"
"2007-10-25","25 Oct 2007","0.69765","163.64","1.4309"
"2007-10-26","26 Oct 2007","0.70100","164.50","1.4384"
"2007-10-29","29 Oct 2007","0.69895","165.17","1.4391"
"2007-10-30","30 Oct 2007","0.69720","165.41","1.4407"
"2007-10-31","31 Oct 2007","0.69730","166.49","1.4447"
"2007-11-01","01 Nov 2007","0.69240","166.29","1.4423"
"2007-11-02","02 Nov 2007","0.69510","166.88","1.4479"
"2007-11-05","05 Nov 2007","0.69620","165.39","1.4488"
"2007-11-06","06 Nov 2007","0.69685","166.90","1.4547"
"2007-11-07","07 Nov 2007","0.69960","166.07","1.4722"
"2007-11-08","08 Nov 2007","0.69625","165.90","1.4666"
"2007-11-09","09 Nov 2007","0.70040","163.22","1.4683"
"2007-11-12","12 Nov 2007","0.70445","159.55","1.4579"
"2007-11-13","13 Nov 2007","0.70470","160.96","1.4607"
"2007-11-14","14 Nov 2007","0.71040","163.26","1.4700"
"2007-11-15","15 Nov 2007","0.71485","161.98","1.4639"
"2007-11-16","16 Nov 2007","0.71625","161.98","1.4651"
"2007-11-19","19 Nov 2007","0.71445","161.58","1.4654"
"2007-11-20","20 Nov 2007","0.71715","162.85","1.4785"
"2007-11-21","21 Nov 2007","0.71970","160.92","1.4814"
"2007-11-22","22 Nov 2007","0.71855","161.22","1.4829"
"2007-11-23","23 Nov 2007","0.72025","159.87","1.4809"
"2007-11-26","26 Nov 2007","0.71795","160.96","1.4845"
"2007-11-27","27 Nov 2007","0.71855","160.11","1.4874"
"2007-11-28","28 Nov 2007","0.71375","162.02","1.4747"
"2007-11-29","29 Nov 2007","0.71475","162.26","1.4738"
"2007-11-30","30 Nov 2007","0.71455","163.43","1.4761"
"2007-12-03","03 Dec 2007","0.71070","161.82","1.4666"
"2007-12-04","04 Dec 2007","0.71490","161.85","1.4741"
"2007-12-05","05 Dec 2007","0.72240","162.33","1.4720"
"2007-12-06","06 Dec 2007","0.71850","161.55","1.4554"
"2007-12-07","07 Dec 2007","0.72020","163.38","1.4649"
"2007-12-10","10 Dec 2007","0.71950","164.53","1.4718"
"2007-12-11","11 Dec 2007","0.71600","164.24","1.4672"
"2007-12-12","12 Dec 2007","0.71960","163.41","1.4675"
"2007-12-13","13 Dec 2007","0.71935","164.21","1.4683"
"2007-12-14","14 Dec 2007","0.71570","163.99","1.4509"
"2007-12-17","17 Dec 2007","0.71370","163.12","1.4393"
"2007-12-18","18 Dec 2007","0.71485","163.44","1.4416"
"2007-12-19","19 Dec 2007","0.71750","162.54","1.4385"
"2007-12-20","20 Dec 2007","0.72150","162.30","1.4349"
"2007-12-21","21 Dec 2007","0.72360","163.27","1.4380"
"2007-12-24","24 Dec 2007","0.72710","164.25","1.4398"
"2007-12-25","25 Dec 2007"
"2007-12-26","26 Dec 2007"
"2007-12-27","27 Dec 2007","0.72885","166.22","1.4516"
"2007-12-28","28 Dec 2007","0.73480","166.13","1.4692"
"2007-12-31","31 Dec 2007","0.73335","164.93","1.4721"
"2008-01-01","01 Jan 2008"
"2008-01-02","02 Jan 2008","0.74130","163.83","1.4688"
"2008-01-03","03 Jan 2008","0.74480","160.68","1.4753"
"2008-01-04","04 Jan 2008","0.74495","160.86","1.4727"
"2008-01-07","07 Jan 2008","0.74625","160.65","1.4723"
"2008-01-08","08 Jan 2008","0.74450","161.23","1.4705"
"2008-01-09","09 Jan 2008","0.74865","160.61","1.4680"
"2008-01-10","10 Jan 2008","0.74930","161.08","1.4662"
"2008-01-11","11 Jan 2008","0.75550","161.18","1.4792"
"2008-01-14","14 Jan 2008","0.76000","160.55","1.4895"
"2008-01-15","15 Jan 2008","0.75650","160.02","1.4886"
"2008-01-16","16 Jan 2008","0.75400","157.29","1.4792"
"2008-01-17","17 Jan 2008","0.74615","157.07","1.4691"
"2008-01-18","18 Jan 2008","0.74810","157.70","1.4674"
"2008-01-21","21 Jan 2008","0.74325","153.85","1.4482"
"2008-01-22","22 Jan 2008","0.74265","154.13","1.4494"
"2008-01-23","23 Jan 2008","0.74720","153.50","1.4574"
"2008-01-24","24 Jan 2008","0.74685","156.30","1.4663"
"2008-01-25","25 Jan 2008","0.74250","158.35","1.4705"
"2008-01-28","28 Jan 2008","0.74300","157.67","1.4755"
"2008-01-29","29 Jan 2008","0.74295","158.02","1.4773"
"2008-01-30","30 Jan 2008","0.74340","158.39","1.4810"
"2008-01-31","31 Jan 2008","0.74770","157.93","1.4870"
"2008-02-01","01 Feb 2008","0.74955","158.51","1.4889"
"2008-02-04","04 Feb 2008","0.75020","158.50","1.4829"
"2008-02-05","05 Feb 2008","0.74605","157.79","1.4688"
"2008-02-06","06 Feb 2008","0.74700","155.58","1.4621"
