"DATE","TIME PERIOD","UK pound sterling/Euro (EXR.D.GBP.EUR.SP00.A)","Japanese yen/Euro (EXR.D.JPY.EUR.SP00.A)","US dollar/Euro (EXR.D.USD.EUR.SP00.A)"
"2013-07-18","18 Jul 2013","0.86090","131.22","1.3093"
"2013-07-19","19 Jul 2013","0.85995","131.67","1.3123"
"2013-07-22","22 Jul 2013","0.85900","131.47","1.3166"
"2013-07-23","23 Jul 2013","0.85955","131.91","1.3180"
"2013-07-24","24 Jul 2013","0.86260","132.60","1.3246"
"2013-07-25","25 Jul 2013","0.86370","131.81","1.3202"
"2013-07-26","26 Jul 2013","0.86105","130.84","1.3260"
"2013-07-29","29 Jul 2013","0.86340","129.91","1.3270"
"2013-07-30","30 Jul 2013","0.86735","129.99","1.3284"
"2013-07-31","31 Jul 2013","0.87350","130.00","1.3275"
"2013-08-01","01 Aug 2013","0.86920","130.69","1.3236"
"2013-08-02","02 Aug 2013","0.87135","131.78","1.3203"
"2013-08-05","05 Aug 2013","0.86425","130.62","1.3257"
"2013-08-06","06 Aug 2013","0.86575","130.27","1.3280"
"2013-08-07","07 Aug 2013","0.85955","129.21","1.3305"
"2013-08-08","08 Aug 2013","0.86200","128.68","1.3360"
"2013-08-09","09 Aug 2013","0.86135","128.96","1.3373"
"2013-08-12","12 Aug 2013","0.85860","128.66","1.3280"
"2013-08-13","13 Aug 2013","0.85955","130.27","1.3290"
"2013-08-14","14 Aug 2013","0.85440","130.17","1.3243"
"2013-08-15","15 Aug 2013","0.85330","130.48","1.3297"
"2013-08-16","16 Aug 2013","0.85325","130.03","1.3340"
"2013-08-19","19 Aug 2013","0.85290","130.72","1.3344"
"2013-08-20","20 Aug 2013","0.85490","130.33","1.3392"
"2013-08-21","21 Aug 2013","0.85295","130.52","1.3384"
"2013-08-22","22 Aug 2013","0.85505","131.45","1.3323"
"2013-08-23","23 Aug 2013","0.85910","132.35","1.3355"
"2013-08-26","26 Aug 2013","0.85850","131.74","1.3361"
"2013-08-27","27 Aug 2013","0.86090","130.07","1.3338"
"2013-08-28","28 Aug 2013","0.86320","130.10","1.3347"
"2013-08-29","29 Aug 2013","0.85490","130.34","1.3266"
"2013-08-30","30 Aug 2013","0.85395","130.01","1.3235"
"2013-09-02","02 Sep 2013","0.84775","131.09","1.3207"
"2013-09-03","03 Sep 2013","0.84730","130.98","1.3172"
"2013-09-04","04 Sep 2013","0.84380","131.06","1.3171"
"2013-09-05","05 Sep 2013","0.84310","131.64","1.3202"
"2013-09-06","06 Sep 2013","0.84200","130.71","1.3117"
"2013-09-09","09 Sep 2013","0.84130","131.30","1.3194"
"2013-09-10","10 Sep 2013","0.84380","132.80","1.3240"
"2013-09-11","11 Sep 2013","0.84140","132.96","1.3268"
"2013-09-12","12 Sep 2013","0.84100","132.18","1.3290"
"2013-09-13","13 Sep 2013","0.83990","132.43","1.3295"
"2013-09-16","16 Sep 2013","0.83850","132.05","1.3357"
"2013-09-17","17 Sep 2013","0.83970","132.44","1.3356"
"2013-09-18","18 Sep 2013","0.83580","132.18","1.3352"
"2013-09-19","19 Sep 2013","0.84200","134.09","1.3545"
"2013-09-20","20 Sep 2013","0.84360","134.57","1.3514"
"2013-09-23","23 Sep 2013","0.84115","133.59","1.3508"
"2013-09-24","24 Sep 2013","0.84431","132.92","1.3473"
"2013-09-25","25 Sep 2013","0.84165","133.14","1.3504"
"2013-09-26","26 Sep 2013","0.84180","133.41","1.3499"
"2013-09-27","27 Sep 2013","0.84000","133.28","1.3537"
"2013-09-30","30 Sep 2013","0.83605","131.78","1.3505"
"2013-10-01","01 Oct 2013","0.83450","132.60","1.3554"
"2013-10-02","02 Oct 2013","0.83410","131.76","1.3515"
"2013-10-03","03 Oct 2013","0.83940","132.81","1.3594"
"2013-10-04","04 Oct 2013","0.84690","132.03","1.3593"
"2013-10-07","07 Oct 2013","0.84370","131.46","1.3572"
"2013-10-08","08 Oct 2013","0.84265","131.94","1.3576"
"2013-10-09","09 Oct 2013","0.84640","131.55","1.3515"
"2013-10-10","10 Oct 2013","0.84810","132.37","1.3532"
"2013-10-11","11 Oct 2013","0.84900","133.38","1.3566"
"2013-10-14","14 Oct 2013","0.84830","133.19","1.3564"
"2013-10-15","15 Oct 2013","0.84635","132.89","1.3493"
"2013-10-16","16 Oct 2013","0.84590","133.38","1.3561"
"2013-10-17","17 Oct 2013","0.84760","133.64","1.3662"
"2013-10-18","18 Oct 2013","0.84515","133.73","1.3684"
"2013-10-21","21 Oct 2013","0.84650","134.17","1.3667"
"2013-10-22","22 Oct 2013","0.84760","134.52","1.3674"
"2013-10-23","23 Oct 2013","0.85160","133.95","1.3752"
"2013-10-24","24 Oct 2013","0.85370","134.32","1.3805"
"2013-10-25","25 Oct 2013","0.85190","134.15","1.3777"
"2013-10-28","28 Oct 2013","0.85340","134.65","1.3784"
"2013-10-29","29 Oct 2013","0.85670","134.88","1.3768"
"2013-10-30","30 Oct 2013","0.85590","135.11","1.3755"
"2013-10-31","31 Oct 2013","0.85020","133.99","1.3641"
"2013-11-01","01 Nov 2013","0.84635","132.90","1.3505"
"2013-11-04","04 Nov 2013","0.84560","133.28","1.3506"
"2013-11-05","05 Nov 2013","0.84030","132.59","1.3494"
"2013-11-06","06 Nov 2013","0.84030","133.33","1.3517"
"2013-11-07","07 Nov 2013","0.83210","132.00","1.3365"
"2013-11-08","08 Nov 2013","0.83525","131.58","1.3431"
"2013-11-11","11 Nov 2013","0.83810","132.86","1.3394"
"2013-11-12","12 Nov 2013","0.84470","133.87","1.3432"
"2013-11-13","13 Nov 2013","0.83990","133.27","1.3415"
"2013-11-14","14 Nov 2013","0.83715","134.26","1.3436"
"2013-11-15","15 Nov 2013","0.83770","134.99","1.3460"
"2013-11-18","18 Nov 2013","0.83880","135.23","1.3517"
"2013-11-19","19 Nov 2013","0.83850","134.89","1.3502"
"2013-11-20","20 Nov 2013","0.83765","135.20","1.3527"
"2013-11-21","21 Nov 2013","0.83500","135.83","1.3472"
"2013-11-22","22 Nov 2013","0.83440","136.74","1.3518"
"2013-11-25","25 Nov 2013","0.83480","137.57","1.3514"
"2013-11-26","26 Nov 2013","0.83830","137.34","1.3547"
"2013-11-27","27 Nov 2013","0.83405","138.43","1.3596"
"2013-11-28","28 Nov 2013","0.83215","139.06","1.3592"
"2013-11-29","29 Nov 2013","0.83275","139.21","1.3611"
"2013-12-02","02 Dec 2013","0.82605","139.16","1.3536"
"2013-12-03","03 Dec 2013","0.82710","139.31","1.3578"
"2013-12-04","04 Dec 2013","0.83000","139.31","1.3592"
"2013-12-05","05 Dec 2013","0.83130","138.73","1.3594"
"2013-12-06","06 Dec 2013","0.83580","139.63","1.3661"
"2013-12-09","09 Dec 2013","0.83765","141.33","1.3722"
"2013-12-10","10 Dec 2013","0.83645","141.35","1.3750"
"2013-12-11","11 Dec 2013","0.84025","141.22","1.3767"
"2013-12-12","12 Dec 2013","0.83970","141.51","1.3775"
"2013-12-13","13 Dec 2013","0.84370","141.93","1.3727"
"2013-12-16","16 Dec 2013","0.84385","141.87","1.3776"
"2013-12-17","17 Dec 2013","0.84560","141.61","1.3749"
"2013-12-18","18 Dec 2013","0.84010","141.61","1.3749"
"2013-12-19","19 Dec 2013","0.83490","142.55","1.3667"
"2013-12-20","20 Dec 2013","0.83480","142.66","1.3655"
"2013-12-23","23 Dec 2013","0.83770","142.38","1.3702"
"2013-12-24","24 Dec 2013","0.83603","142.66","1.3684"
"2013-12-27","27 Dec 2013","0.83665","145.02","1.3814"
"2013-12-30","30 Dec 2013","0.83640","145.02","1.3783"
"2013-12-31","31 Dec 2013","0.83370","144.72","1.3791"
"2014-01-02","02 Jan 2014","0.82820","143.82","1.3658"
"2014-01-03","03 Jan 2014","0.83045","142.46","1.3634"
"2014-01-06","06 Jan 2014","0.83030","142.28","1.3602"
"2014-01-07","07 Jan 2014","0.83115","142.43","1.3641"
"2014-01-08","08 Jan 2014","0.82770","142.33","1.3594"
"2014-01-09","09 Jan 2014","0.82575","142.92","1.3612"
"2014-01-10","10 Jan 2014","0.82800","142.67","1.3587"
"2014-01-13","13 Jan 2014","0.83170","141.37","1.3654"
"2014-01-14","14 Jan 2014","0.83145","141.62","1.3667"
"2014-01-15","15 Jan 2014","0.83020","141.86","1.3606"
"2014-01-16","16 Jan 2014","0.83215","142.21","1.3597"
"2014-01-17","17 Jan 2014","0.82620","141.80","1.3584"
"2014-01-20","20 Jan 2014","0.82620","141.05","1.3566"
"2014-01-21","21 Jan 2014","0.82390","141.58","1.3526"
"2014-01-22","22 Jan 2014","0.81900","141.57","1.3566"
"2014-01-23","23 Jan 2014","0.82175","141.99","1.3639"
"2014-01-24","24 Jan 2014","0.82910","140.18","1.3687"
"2014-01-27","27 Jan 2014","0.82505","140.39","1.3658"
"2014-01-28","28 Jan 2014","0.82285","140.61","1.3649"
"2014-01-29","29 Jan 2014","0.82210","139.73","1.3608"
"2014-01-30","30 Jan 2014","0.82380","139.28","1.3574"
"2014-01-31","31 Jan 2014","0.82135","138.13","1.3516"
"2014-02-03","03 Feb 2014","0.82590","137.82","1.3498"
"2014-02-04","04 Feb 2014","0.82905","137.05","1.3519"
"2014-02-05","05 Feb 2014","0.83220","136.78","1.3543"
"2014-02-06","06 Feb 2014","0.82875","136.93","1.3495"
"2014-02-07","07 Feb 2014","0.83140","138.79","1.3574"
"2014-02-10","10 Feb 2014","0.83160","139.26","1.3638"
"2014-02-11","11 Feb 2014","0.83075","140.00","1.3676"
"2014-02-12","12 Feb 2014","0.82160","138.89","1.3573"
"2014-02-13","13 Feb 2014","0.82150","139.42","1.3675"
"2014-02-14","14 Feb 2014","0.82035","139.48","1.3707"
"2014-02-17","17 Feb 2014","0.81885","139.60","1.3699"
"2014-02-18","18 Feb 2014","0.82330","140.77","1.3731"
"2014-02-19","19 Feb 2014","0.82510","140.08","1.3745"
"2014-02-20","20 Feb 2014","0.82200","139.91","1.3706"
"2014-02-21","21 Feb 2014","0.82183","140.50","1.3707"
"2014-02-24","24 Feb 2014","0.82465","140.69","1.3735"
"2014-02-25","25 Feb 2014","0.82395","140.65","1.3754"
"2014-02-26","26 Feb 2014","0.82260","140.50","1.3726"
"2014-02-27","27 Feb 2014","0.82035","139.15","1.3656"
"2014-02-28","28 Feb 2014","0.82625","140.63","1.3813"
"2014-03-03","03 Mar 2014","0.82305","139.51","1.3768"
"2014-03-04","04 Mar 2014","0.82460","140.20","1.3768"
"2014-03-05","05 Mar 2014","0.82170","140.71","1.3732"
"2014-03-06","06 Mar 2014","0.82340","141.22","1.3745"
"2014-03-07","07 Mar 2014","0.82850","143.02","1.3894"
"2014-03-10","10 Mar 2014","0.83380","143.39","1.3881"
"2014-03-11","11 Mar 2014","0.83360","143.05","1.3850"
"2014-03-12","12 Mar 2014","0.83590","142.68","1.3887"
"2014-03-13","13 Mar 2014","0.83545","143.30","1.3942"
"2014-03-14","14 Mar 2014","0.83665","140.63","1.3884"
"2014-03-17","17 Mar 2014","0.83675","141.45","1.3906"
"2014-03-18","18 Mar 2014","0.83830","141.10","1.3902"
"2014-03-19","19 Mar 2014","0.83680","141.31","1.3913"
"2014-03-20","20 Mar 2014","0.83455","140.85","1.3762"
"2014-03-21","21 Mar 2014","0.83570","141.07","1.3780"
"2014-03-24","24 Mar 2014","0.83540","141.05","1.3774"
"2014-03-25","25 Mar 2014","0.83480","141.22","1.3789"
"2014-03-26","26 Mar 2014","0.83360","141.25","1.3791"
"2014-03-27","27 Mar 2014","0.82770","140.75","1.3758"
"2014-03-28","28 Mar 2014","0.82720","140.90","1.3759"
"2014-03-31","31 Mar 2014","0.82820","142.42","1.3788"
"2014-04-01","01 Apr 2014","0.82920","142.53","1.3790"
"2014-04-02","02 Apr 2014","0.82800","143.03","1.3795"
"2014-04-03","03 Apr 2014","0.82970","143.12","1.3771"
"2014-04-04","04 Apr 2014","0.82670","142.33","1.3700"
"2014-04-07","07 Apr 2014","0.82710","141.65","1.3723"
"2014-04-08","08 Apr 2014","0.82420","140.90","1.3774"
"2014-04-09","09 Apr 2014","0.82375","140.73","1.3794"
"2014-04-10","10 Apr 2014","0.82720","141.00","1.3867"
"2014-04-11","11 Apr 2014","0.82910","140.69","1.3872"
"2014-04-14","14 Apr 2014","0.82740","140.87","1.3827"
"2014-04-15","15 Apr 2014","0.82510","140.62","1.3803"
"2014-04-16","16 Apr 2014","0.82390","141.55","1.3840"
"2014-04-17","17 Apr 2014","0.82430","141.57","1.3855"
"2014-04-22","22 Apr 2014","0.82050","141.69","1.3817"
"2014-04-23","23 Apr 2014","0.82390","141.46","1.3834"
"2014-04-24","24 Apr 2014","0.82300","141.63","1.3820"
"2014-04-25","25 Apr 2014","0.82285","141.05","1.3831"
"2014-04-28","28 Apr 2014","0.82280","141.85","1.3861"
"2014-04-29","29 Apr 2014","0.82220","142.03","1.3826"
"2014-04-30","30 Apr 2014","0.82300","142.07","1.3850"
"2014-05-02","02 May 2014","0.82140","142.06","1.3862"
"2014-05-05","05 May 2014","0.82293","141.44","1.3874"
"2014-05-06","06 May 2014","0.82115","141.89","1.3945"
"2014-05-07","07 May 2014","0.82070","141.68","1.3927"
"2014-05-08","08 May 2014","0.82330","141.95","1.3953"
"2014-05-09","09 May 2014","0.81725","140.14","1.3781"
"2014-05-12","12 May 2014","0.81515","140.31","1.3765"
"2014-05-13","13 May 2014","0.81395","140.25","1.3703"
"2014-05-14","14 May 2014","0.81770","139.65","1.3719"
"2014-05-15","15 May 2014","0.81520","139.17","1.3659"
"2014-05-16","16 May 2014","0.81480","138.95","1.3696"
"2014-05-19","19 May 2014","0.81460","138.79","1.3715"
"2014-05-20","20 May 2014","0.81400","138.88","1.3702"
"2014-05-21","21 May 2014","0.80940","138.18","1.3676"
"2014-05-22","22 May 2014","0.81040","138.96","1.3668"
"2014-05-23","23 May 2014","0.80935","138.92","1.3630"
"2014-05-26","26 May 2014","0.80990","138.97","1.3635"
"2014-05-27","27 May 2014","0.81100","139.01","1.3638"
"2014-05-28","28 May 2014","0.81250","138.73","1.3608"
"2014-05-29","29 May 2014","0.81450","138.34","1.3612"
"2014-05-30","30 May 2014","0.81310","138.36","1.3607"
"2014-06-02","02 Jun 2014","0.81290","138.94","1.3611"
"2014-06-03","03 Jun 2014","0.81470","139.64","1.3645"
"2014-06-04","04 Jun 2014","0.81300","139.78","1.3627"
"2014-06-05","05 Jun 2014","0.81030","139.24","1.3567"
"2014-06-06","06 Jun 2014","0.81080","139.71","1.3642"
"2014-06-09","09 Jun 2014","0.80985","139.39","1.3608"
"2014-06-10","10 Jun 2014","0.80750","138.63","1.3547"
"2014-06-11","11 Jun 2014","0.80700","138.19","1.3547"
"2014-06-12","12 Jun 2014","0.80390","138.12","1.3528"
"2014-06-13","13 Jun 2014","0.79790","138.08","1.3534"
"2014-06-16","16 Jun 2014","0.79740","137.81","1.3532"
"2014-06-17","17 Jun 2014","0.79940","138.40","1.3568"
"2014-06-18","18 Jun 2014","0.80050","138.65","1.3563"
"2014-06-19","19 Jun 2014","0.79985","138.82","1.3620"
"2014-06-20","20 Jun 2014","0.79750","138.68","1.3588"
"2014-06-23","23 Jun 2014","0.79940","138.46","1.3596"
"2014-06-24","24 Jun 2014","0.80150","138.80","1.3618"
"2014-06-25","25 Jun 2014","0.80225","138.73","1.3615"
"2014-06-26","26 Jun 2014","0.79910","138.49","1.3606"
"2014-06-27","27 Jun 2014","0.79965","138.09","1.3620"
"2014-06-30","30 Jun 2014","0.80150","138.44","1.3658"
"2014-07-01","01 Jul 2014","0.79810","138.98","1.3688"
"2014-07-02","02 Jul 2014","0.79580","138.65","1.3656"
"2014-07-03","03 Jul 2014","0.79650","139.06","1.3646"
"2014-07-04","04 Jul 2014","0.79260","138.67","1.3588"
"2014-07-07","07 Jul 2014","0.79385","138.53","1.3592"
"2014-07-08","08 Jul 2014","0.79385","138.26","1.3589"
"2014-07-09","09 Jul 2014","0.79555","138.38","1.3603"
"2014-07-10","10 Jul 2014","0.79505","137.87","1.3604"
"2014-07-11","11 Jul 2014","0.79410","137.75","1.3595"
"2014-07-14","14 Jul 2014","0.79660","138.29","1.3627"
"2014-07-15","15 Jul 2014","0.79310","138.28","1.3613"
"2014-07-16","16 Jul 2014","0.79030","137.73","1.3532"
"2014-07-17","17 Jul 2014","0.79090","137.27","1.3525"
"2014-07-18","18 Jul 2014","0.79155","137.07","1.3525"
"2014-07-21","21 Jul 2014","0.79150","136.97","1.3518"
"2014-07-22","22 Jul 2014","0.79050","136.93","1.3481"
"2014-07-23","23 Jul 2014","0.79080","136.51","1.3465"
"2014-07-24","24 Jul 2014","0.79215","136.97","1.3472"
"2014-07-25","25 Jul 2014","0.79115","136.97","1.3440"
"2014-07-28","28 Jul 2014","0.79055","136.74","1.3433"
"2014-07-29","29 Jul 2014","0.79240","137.04","1.3429"
"2014-07-30","30 Jul 2014","0.79170","137.05","1.3401"
"2014-07-31","31 Jul 2014","0.79280","137.66","1.3379"
"2014-08-01","01 Aug 2014","0.79610","137.92","1.3395"
"2014-08-04","04 Aug 2014","0.79720","137.72","1.3422"
"2014-08-05","05 Aug 2014","0.79390","137.46","1.3382"
"2014-08-06","06 Aug 2014","0.79285","136.58","1.3345"
"2014-08-07","07 Aug 2014","0.79400","136.76","1.3368"
"2014-08-08","08 Aug 2014","0.79670","136.45","1.3388"
"2014-08-11","11 Aug 2014","0.79760","136.72","1.3386"
"2014-08-12","12 Aug 2014","0.79550","136.49","1.3346"
"2014-08-13","13 Aug 2014","0.79970","136.89","1.3360"
"2014-08-14","14 Aug 2014","0.80160","136.99","1.3373"
"2014-08-15","15 Aug 2014","0.80215","137.33","1.3388"
"2014-08-18","18 Aug 2014","0.80020","137.22","1.3383"
"2014-08-19","19 Aug 2014","0.80265","137.12","1.3354"
"2014-08-20","20 Aug 2014","0.79810","137.23","1.3284"
"2014-08-21","21 Aug 2014","0.79925","137.71","1.3262"
"2014-08-22","22 Aug 2014","0.80030","137.70","1.3267"
"2014-08-25","25 Aug 2014","0.79567","137.13","1.3200"
"2014-08-26","26 Aug 2014","0.79605","137.15","1.3192"
"2014-08-27","27 Aug 2014","0.79400","136.88","1.3177"
"2014-08-28","28 Aug 2014","0.79450","136.68","1.3178"
"2014-08-29","29 Aug 2014","0.79530","137.11","1.3188"
"2014-09-01","01 Sep 2014","0.79025","136.97","1.3133"
"2014-09-02","02 Sep 2014","0.79330","137.63","1.3115"
"2014-09-03","03 Sep 2014","0.79855","138.11","1.3151"
"2014-09-04","04 Sep 2014","0.79320","136.89","1.3015"
"2014-09-05","05 Sep 2014","0.79455","136.27","1.2948"
"2014-09-08","08 Sep 2014","0.80235","136.32","1.2947"
"2014-09-09","09 Sep 2014","0.80050","136.90","1.2902"
"2014-09-10","10 Sep 2014","0.80125","137.90","1.2929"
"2014-09-11","11 Sep 2014","0.79580","138.38","1.2928"
"2014-09-12","12 Sep 2014","0.79660","138.72","1.2931"
"2014-09-15","15 Sep 2014","0.79495","138.48","1.2911"
"2014-09-16","16 Sep 2014","0.79920","138.67","1.2949"
"2014-09-17","17 Sep 2014","0.79360","139.05","1.2956"
"2014-09-18","18 Sep 2014","0.78830","140.11","1.2872"
"2014-09-19","19 Sep 2014","0.78650","139.84","1.2852"
"2014-09-22","22 Sep 2014","0.78660","140.09","1.2845"
"2014-09-23","23 Sep 2014","0.78600","139.87","1.2892"
"2014-09-24","24 Sep 2014","0.78230","139.50","1.2826"
"2014-09-25","25 Sep 2014","0.78040","138.88","1.2712"
"2014-09-26","26 Sep 2014","0.78070","138.93","1.2732"
"2014-09-29","29 Sep 2014","0.78270","138.97","1.2701"
"2014-09-30","30 Sep 2014","0.77730","138.11","1.2583"
"2014-10-01","01 Oct 2014","0.77820","138.53","1.2603"
"2014-10-02","02 Oct 2014","0.78240","137.47","1.2631"
"2014-10-03","03 Oct 2014","0.78525","137.46","1.2616"
"2014-10-06","06 Oct 2014","0.78575","137.25","1.2565"
"2014-10-07","07 Oct 2014","0.78400","136.90","1.2607"
"2014-10-08","08 Oct 2014","0.78700","136.97","1.2645"
"2014-10-09","09 Oct 2014","0.78750","137.37","1.2763"
"2014-10-10","10 Oct 2014","0.78820","136.27","1.2638"
"2014-10-13","13 Oct 2014","0.78800","135.95","1.2679"
"2014-10-14","14 Oct 2014","0.79450","135.29","1.2646"
"2014-10-15","15 Oct 2014","0.79570","135.50","1.2666"
"2014-10-16","16 Oct 2014","0.79700","134.95","1.2749"
"2014-10-17","17 Oct 2014","0.79550","136.45","1.2823"
"2014-10-20","20 Oct 2014","0.79140","136.62","1.2773"
"2014-10-21","21 Oct 2014","0.79000","136.20","1.2762"
"2014-10-22","22 Oct 2014","0.79090","135.79","1.2693"
"2014-10-23","23 Oct 2014","0.79040","136.42","1.2669"
"2014-10-24","24 Oct 2014","0.78870","136.64","1.2659"
"2014-10-27","27 Oct 2014","0.78710","136.76","1.2679"
"2014-10-28","28 Oct 2014","0.78810","137.45","1.2748"
"2014-10-29","29 Oct 2014","0.79095","137.75","1.2737"
"2014-10-30","30 Oct 2014","0.78720","137.27","1.2598"
"2014-10-31","31 Oct 2014","0.78425","140.18","1.2524"
"2014-11-03","03 Nov 2014","0.78085","142.19","1.2493"
"2014-11-04","04 Nov 2014","0.78190","141.96","1.2514"
"2014-11-05","05 Nov 2014","0.78430","143.21","1.2480"
"2014-11-06","06 Nov 2014","0.78615","143.33","1.2517"
"2014-11-07","07 Nov 2014","0.78340","142.89","1.2393"
"2014-11-10","10 Nov 2014","0.78520","142.56","1.2486"
"2014-11-11","11 Nov 2014","0.78360","143.88","1.2424"
"2014-11-12","12 Nov 2014","0.78800","143.63","1.2467"
"2014-11-13","13 Nov 2014","0.79120","143.87","1.2456"
"2014-11-14","14 Nov 2014","0.79440","144.94","1.2436"
"2014-11-17","17 Nov 2014","0.79890","145.30","1.2496"
"2014-11-18","18 Nov 2014","0.79940","145.91","1.2514"
"2014-11-19","19 Nov 2014","0.79965","147.45","1.2535"
"2014-11-20","20 Nov 2014","0.79890","148.25","1.2539"
"2014-11-21","21 Nov 2014","0.79210","146.46","1.2422"
"2014-11-24","24 Nov 2014","0.79160","146.82","1.2410"
"2014-11-25","25 Nov 2014","0.79290","146.66","1.2424"
"2014-11-26","26 Nov 2014","0.79095","146.91","1.2475"
"2014-11-27","27 Nov 2014","0.79200","146.67","1.2480"
"2014-11-28","28 Nov 2014","0.79530","147.69","1.2483"
"2014-12-01","01 Dec 2014","0.79270","147.62","1.2469"
"2014-12-02","02 Dec 2014","0.79360","148.08","1.2424"
"2014-12-03","03 Dec 2014","0.78620","147.20","1.2331"
"2014-12-04","04 Dec 2014","0.78610","147.64","1.2311"
"2014-12-05","05 Dec 2014","0.78810","149.03","1.2362"
"2014-12-08","08 Dec 2014","0.78450","148.45","1.2258"
"2014-12-09","09 Dec 2014","0.79015","148.02","1.2369"
"2014-12-10","10 Dec 2014","0.78975","147.33","1.2392"
"2014-12-11","11 Dec 2014","0.79270","147.20","1.2428"
"2014-12-12","12 Dec 2014","0.79250","147.41","1.2450"
"2014-12-15","15 Dec 2014","0.79360","147.67","1.2426"
"2014-12-16","16 Dec 2014","0.79650","145.79","1.2537"
"2014-12-17","17 Dec 2014","0.79320","145.89","1.2448"
"2014-12-18","18 Dec 2014","0.78650","145.96","1.2285"
"2014-12-19","19 Dec 2014","0.78470","146.41","1.2279"
"2014-12-22","22 Dec 2014","0.78490","147.06","1.2259"
"2014-12-23","23 Dec 2014","0.78670","146.80","1.2213"
"2014-12-24","24 Dec 2014","0.78650","147.07","1.2219"
"2014-12-29","29 Dec 2014","0.78420","146.96","1.2197"
"2014-12-30","30 Dec 2014","0.78230","145.41","1.2160"
"2014-12-31","31 Dec 2014","0.77890","145.23","1.2141"
"2015-01-02","02 Jan 2015","0.78000","145.21","1.2043"
"2015-01-05","05 Jan 2015","0.78270","143.00","1.1915"
"2015-01-06","06 Jan 2015","0.78420","141.69","1.1914"
"2015-01-07","07 Jan 2015","0.78230","141.17","1.1831"
"2015-01-08","08 Jan 2015","0.78110","141.00","1.1768"
"2015-01-09","09 Jan 2015","0.77990","140.81","1.1813"
"2015-01-12","12 Jan 2015","0.77910","140.56","1.1804"
"2015-01-13","13 Jan 2015","0.77670","139.56","1.1782"
"2015-01-14","14 Jan 2015","0.77530","137.48","1.1775"
"2015-01-15","15 Jan 2015","0.76720","136.48","1.1708"
"2015-01-16","16 Jan 2015","0.76370","135.06","1.1588"
"2015-01-19","19 Jan 2015","0.76640","136.27","1.1605"
"2015-01-20","20 Jan 2015","0.76370","137.37","1.1579"
"2015-01-21","21 Jan 2015","0.76710","136.07","1.1593"
"2015-01-22","22 Jan 2015","0.76440","136.70","1.1618"
"2015-01-23","23 Jan 2015","0.74730","132.12","1.1198"
"2015-01-26","26 Jan 2015","0.74895","133.03","1.1244"
"2015-01-27","27 Jan 2015","0.74725","133.08","1.1306"
"2015-01-28","28 Jan 2015","0.74660","133.70","1.1344"
"2015-01-29","29 Jan 2015","0.74775","133.43","1.1315"
"2015-01-30","30 Jan 2015","0.75110","133.08","1.1305"
"2015-02-02","02 Feb 2015","0.75260","133.06","1.1310"
"2015-02-03","03 Feb 2015","0.75395","133.48","1.1376"
"2015-02-04","04 Feb 2015","0.75160","134.49","1.1446"
"2015-02-05","05 Feb 2015","0.74820","133.98","1.1410"
"2015-02-06","06 Feb 2015","0.74730","134.28","1.1447"
"2015-02-09","09 Feb 2015","0.74150","133.72","1.1275"
"2015-02-10","10 Feb 2015","0.74200","134.67","1.1297"
"2015-02-11","11 Feb 2015","0.73960","135.50","1.1314"
"2015-02-12","12 Feb 2015","0.73760","135.72","1.1328"
"2015-02-13","13 Feb 2015","0.74010","135.46","1.1381"
"2015-02-16","16 Feb 2015","0.74210","135.26","1.1408"
"2015-02-17","17 Feb 2015","0.74340","135.61","1.1415"
"2015-02-18","18 Feb 2015","0.73720","135.69","1.1372"
"2015-02-19","19 Feb 2015","0.73790","135.52","1.1387"
"2015-02-20","20 Feb 2015","0.73480","133.91","1.1298"
"2015-02-23","23 Feb 2015","0.73520","134.50","1.1298"
"2015-02-24","24 Feb 2015","0.73440","135.36","1.1328"
"2015-02-25","25 Feb 2015","0.73280","134.92","1.1346"
"2015-02-26","26 Feb 2015","0.73010","134.54","1.1317"
"2015-02-27","27 Feb 2015","0.72780","134.05","1.1240"
"2015-03-02","02 Mar 2015","0.72940","134.47","1.1227"
"2015-03-03","03 Mar 2015","0.72760","133.74","1.1168"
"2015-03-04","04 Mar 2015","0.72590","133.15","1.1124"
"2015-03-05","05 Mar 2015","0.72510","133.10","1.1069"
"2015-03-06","06 Mar 2015","0.72200","131.48","1.0963"
"2015-03-09","09 Mar 2015","0.71860","131.31","1.0860"
"2015-03-10","10 Mar 2015","0.71280","130.29","1.0738"
"2015-03-11","11 Mar 2015","0.70355","128.33","1.0578"
"2015-03-12","12 Mar 2015","0.70910","128.29","1.0613"
"2015-03-13","13 Mar 2015","0.71525","128.41","1.0572"
"2015-03-16","16 Mar 2015","0.71310","127.96","1.0557"
"2015-03-17","17 Mar 2015","0.71995","128.90","1.0635"
"2015-03-18","18 Mar 2015","0.72300","128.35","1.0592"
"2015-03-19","19 Mar 2015","0.71830","129.12","1.0677"
"2015-03-20","20 Mar 2015","0.72550","130.26","1.0776"
"2015-03-23","23 Mar 2015","0.73180","130.80","1.0912"
"2015-03-24","24 Mar 2015","0.73440","130.89","1.0950"
"2015-03-25","25 Mar 2015","0.73650","131.13","1.0985"
"2015-03-26","26 Mar 2015","0.73710","130.67","1.0973"
"2015-03-27","27 Mar 2015","0.72980","129.39","1.0856"
"2015-03-30","30 Mar 2015","0.73280","130.02","1.0845"
"2015-03-31","31 Mar 2015","0.72730","128.95","1.0759"
